,Product,Product Page,Product Title,Product subtitle,Developer,Rating,Ranking,Availability,Size,Lang,Version,Category
731,Talking Tom Cat 2,https://itunes.apple.com/sa/app/talking-tom-cat-2/id421997825?mt=8,"Talking Tom Cat 2
          4+",The talking legend is back!,Outfit7 Limited,4.3,#46 in Entertainment,Free,103.6 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 5.3.9,Entertainment
732,Talking Tom Cat,https://itunes.apple.com/sa/app/talking-tom-cat/id377194688?mt=8,"Talking Tom Cat
          4+",The original virtual pet,Outfit7 Limited,4.2,#37 in Entertainment,Free,117.9 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 3.6.10,Entertainment
733,حرامي السيارات,https://itunes.apple.com/sa/app/%D8%AD%D8%B1%D8%A7%D9%85%D9%8A-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA/id1135183568?mt=8,"حرامي السيارات
          17+",NA,Saed Aldosari,2.3,#30 in Entertainment,Free,18.2 MB,English,Version 1.1,Entertainment
734,Telly - Watch TV & Movies,https://itunes.apple.com/sa/app/telly-watch-tv-movies/id524552885?mt=8,"Telly - Watch TV & Movies
          4+",NA,"Telly, Inc",4.1,#70 in Entertainment,Free,41.1 MB,"English, Arabic",Version 5.2.0,Entertainment
735,دورك,https://itunes.apple.com/sa/app/%D8%AF%D9%88%D8%B1%D9%83/id1451737011?mt=8,"دورك
          17+",يومياً الساعة ٩ مساءً,High Speed Internet Service Technology LLC,3.9,#4 in Entertainment,Free,36.2 MB,"English, Arabic",Version 1.3,Entertainment
736,WAVO,https://itunes.apple.com/sa/app/wavo/id862390640?mt=8,"WAVO
          4+",NA,OSN (OSN),4.3,#10 in Entertainment,Free,48.2 MB,English,Version 6.0.1,Entertainment
737,IMDb Movies & TV,https://itunes.apple.com/sa/app/imdb-movies-tv/id342792525?mt=8,"IMDb Movies & TV
          12+","Trailers, Reviews & Showtimes",IMDb,4.8,#42 in Entertainment,Free,114.5 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Version 9.9,Entertainment
738,جهاز كشف الكذب المطور - النسخة المجانية,https://itunes.apple.com/sa/app/%D8%AC%D9%87%D8%A7%D8%B2-%D9%83%D8%B4%D9%81-%D8%A7%D9%84%D9%83%D8%B0%D8%A8-%D8%A7%D9%84%D9%85%D8%B7%D9%88%D8%B1-%D8%A7%D9%84%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%86%D9%8A%D8%A9/id680665729?mt=8,"جهاز كشف الكذب المطور - النسخة المجانية
          4+",NA,Ahmad Ababneh,2.8,#58 in Entertainment,Free,45.9 MB,English,Version 1.2,Entertainment
739,دليل الهاتف السعودي,https://itunes.apple.com/sa/app/%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/id519198583?mt=8,"دليل الهاتف السعودي
          17+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,2,#33 in Entertainment,Free,13.8 MB,English,Version 1.9,Entertainment
740,Talking Ginger 2,https://itunes.apple.com/sa/app/talking-ginger-2/id623158699?mt=8,"Talking Ginger 2
          4+",The best birthday party ever!,Outfit7 Limited,4.3,#54 in Entertainment,Free,108 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 2.7,Entertainment
741,Colouring Book for Me,https://itunes.apple.com/sa/app/colouring-book-for-me/id1093108529?mt=8,"Colouring Book for Me
          4+",Adult Painting Games & Mandala,Apalon Apps,4.7,#163 in Entertainment,Free,209.5 MB,"English, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 4.9,Entertainment
742,Viu -Stream TV Shows & Serials,https://itunes.apple.com/sa/app/viu-stream-tv-shows-serials/id1044543328?mt=8,"Viu -Stream TV Shows & Serials
          12+",Stream the Latest Dramas Here,"Vuclip, Inc.",3.5,#8 in Entertainment,Free,138.8 MB,"English, Arabic, Indonesian, Malay",Version 1.43,Entertainment
743,Talking Ben the Dog,https://itunes.apple.com/sa/app/talking-ben-the-dog/id416345319?mt=8,"Talking Ben the Dog
          4+",NA,Outfit7 Limited,4.4,#60 in Entertainment,Free,107.7 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 3.5.1,Entertainment
744,Voice Changer Plus,https://itunes.apple.com/sa/app/voice-changer-plus/id339440515?mt=8,"Voice Changer Plus
          4+",NA,Arf Software Inc.,4.6,#112 in Entertainment,Free,86.2 MB,"English, Arabic, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 5.06,Entertainment
745,Action Movie FX,https://itunes.apple.com/sa/app/action-movie-fx/id489321253?mt=8,"Action Movie FX
          9+",NA,Bad Robot Interactive,4.4,"4.4, 51 Ratings",Free,122.1 MB,"English, French, German, Italian, Japanese, Russian, Simplified Chinese, Spanish",Version 3.2.18,Entertainment
746,dailymotion,https://itunes.apple.com/sa/app/dailymotion/id336978041?mt=8,"dailymotion
          17+",all the videos that matter,Dailymotion S.A.,3.6,#153 in Entertainment,Free,118.8 MB,"English, Arabic, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 6.2.5,Entertainment
747,MBC Movie Guide,https://itunes.apple.com/sa/app/mbc-movie-guide/id508408034?mt=8,"MBC Movie Guide
          12+",NA,MBC Group,2.7,#82 in Entertainment,Free,23.4 MB,"English, Arabic",Version 3.0,Entertainment
748,Pokémon Camp,https://itunes.apple.com/sa/app/pok%C3%A9mon-camp/id919218502?mt=8,"Pokémon Camp
          4+",NA,"THE POKEMON COMPANY INTERNATIONAL, INC.",3.6,"3.6, 25 Ratings",Free,1.2 GB,English,Version 1.3,Entertainment
749,Tom's Love Letters,https://itunes.apple.com/sa/app/toms-love-letters/id496218553?mt=8,"Tom's Love Letters
          4+",The cutest love app ever!,Outfit7 Limited,4.3,#161 in Entertainment,Free,66.4 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 2.3.1,Entertainment
750,Tube Master - Free Music Video Player for YouTube,https://itunes.apple.com/sa/app/tube-master-free-music-video-player-for-youtube/id987976107?mt=8,"Tube Master - Free Music Video Player for YouTube
          17+",NA,Xian Hu,4.1,#41 in Entertainment,Free,14.9 MB,"English, Arabic, Bosnian, Croatian, Danish, French, German, Hebrew, Italian, Japanese, Korean, Persian, Portuguese, Russian, Serbian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Urdu",Version 1.3.9,Entertainment
751,Spoon Radio - Live Stream,https://itunes.apple.com/sa/app/spoon-radio-live-stream/id1040047095?mt=8,"Spoon Radio - Live Stream
          17+",Radio of the new generation,"Mykoon Co.,Ltd.",3.8,#6 in Entertainment,Free,93.6 MB,"English, Arabic, Indonesian, Japanese, Korean, Vietnamese",Version 3.6.11,Entertainment
752,Talking Ginger,https://itunes.apple.com/sa/app/talking-ginger/id531323947?mt=8,"Talking Ginger
          4+",Your very own pet kitten,Outfit7 Limited,4.4,#65 in Entertainment,Free,104.8 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 2.6,Entertainment
753,Hakuna Live - Meet and Chat,https://itunes.apple.com/sa/app/hakuna-live-meet-and-chat/id1384325538?mt=8,"Hakuna Live - Meet and Chat
          12+",Be my guest in Live Stream,"MOVEFAST Company, K.K.",3.3,#7 in Entertainment,Free,72 MB,"English, Arabic, Japanese, Korean, Turkish",Version 1.2.2,Entertainment
754,Talking Tom & Ben News,https://itunes.apple.com/sa/app/talking-tom-ben-news/id444946356?mt=8,"Talking Tom & Ben News
          4+",Make your own funny TV news,Outfit7 Limited,4.6,#113 in Entertainment,Free,75.6 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 2.4.1,Entertainment
755,Emoji>,https://itunes.apple.com/sa/app/emoji/id506460513?mt=8,"Emoji>
          9+",Get New Emojis,Emoji+,4.3,#174 in Entertainment,Free,178.6 MB,"English, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",Version 10.3.0.4,Entertainment
756,Talking Pierre the Parrot,https://itunes.apple.com/sa/app/talking-pierre-the-parrot/id430152138?mt=8,"Talking Pierre the Parrot
          4+",Your very own pet parrot,Outfit7 Limited,4.3,"4.3, 477 Ratings",Free,77.7 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 3.5.1,Entertainment
757,انمي كلاود,https://itunes.apple.com/sa/app/%D8%A7%D9%86%D9%85%D9%8A-%D9%83%D9%84%D8%A7%D9%88%D8%AF/id1222421493?mt=8,"انمي كلاود
          17+",NA,Bahra Ibrahim,4.4,#19 in Entertainment,Free,21.8 MB,English,Version 5.0,Entertainment
758,تحدي الضحك,https://itunes.apple.com/sa/app/%D8%AA%D8%AD%D8%AF%D9%8A-%D8%A7%D9%84%D8%B6%D8%AD%D9%83/id1259840718?mt=8,"تحدي الضحك
          4+",● تحدي الضحك لعبة مُسلّية ●,Saleha Abdullah,4.6,#56 in Entertainment,Free,47 MB,English,NA,Entertainment
759,UNICORN: Pixel Art by Numbers,https://itunes.apple.com/sa/app/unicorn-pixel-art-by-numbers/id1293646758?mt=8,"UNICORN: Pixel Art by Numbers
          12+",Colouring book & Colour games,AppsYouLove,4.7,#147 in Entertainment,Free,144.8 MB,"English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 4.1.1,Entertainment
760,Jawwy TV,https://itunes.apple.com/sa/app/jawwy-tv/id1315586892?mt=8,"Jawwy TV
          4+","Anytime, Anywhere & On the Go!",Intigral International FZ-LLC,3.2,#43 in Entertainment,Free,86.7 MB,English,Version 2.8.2,Entertainment
761,عدنان ولينا كامل,https://itunes.apple.com/sa/app/%D8%B9%D8%AF%D9%86%D8%A7%D9%86-%D9%88%D9%84%D9%8A%D9%86%D8%A7-%D9%83%D8%A7%D9%85%D9%84/id457255254?mt=8,"عدنان ولينا كامل
          4+",NA,World Apps,3.6,"3.6, 112 Ratings",Free,5.5 MB,English,Version 1.4,Entertainment
762,دراما تركية,https://itunes.apple.com/sa/app/%D8%AF%D8%B1%D8%A7%D9%85%D8%A7-%D8%AA%D8%B1%D9%83%D9%8A%D8%A9/id1437746061?mt=8,"دراما تركية
          12+",NA,Mohamad Ali,3.8,#14 in Entertainment,Free,13.2 MB,English,NA,Entertainment
763,كشف الكذب جهاز الصدق من الكذب,https://itunes.apple.com/sa/app/%D9%83%D8%B4%D9%81-%D8%A7%D9%84%D9%83%D8%B0%D8%A8-%D8%AC%D9%87%D8%A7%D8%B2-%D8%A7%D9%84%D8%B5%D8%AF%D9%82-%D9%85%D9%86-%D8%A7%D9%84%D9%83%D8%B0%D8%A8/id954773848?mt=8,"كشف الكذب جهاز الصدق من الكذب
          4+",NA,Romman Smart Applications LLC,3,#150 in Entertainment,Free,43 MB,English,Version 1.4,Entertainment
764,فله - وسع صدرك وفلها,https://itunes.apple.com/sa/app/%D9%81%D9%84%D9%87-%D9%88%D8%B3%D8%B9-%D8%B5%D8%AF%D8%B1%D9%83-%D9%88%D9%81%D9%84%D9%87%D8%A7/id1208922339?mt=8,"فله - وسع صدرك وفلها
          17+",شاهد آلاف الفيديوهات مع فله!,Akhbary News,4.3,#34 in Entertainment,Free,83.8 MB,"English, Simplified Chinese",Version 1.5.0,Entertainment
765,كارتون | كرتون عربي | كرتون قديم| كرتون زمان| افلام| مسلسلات| انمي,https://itunes.apple.com/sa/app/%D9%83%D8%A7%D8%B1%D8%AA%D9%88%D9%86-%D9%83%D8%B1%D8%AA%D9%88%D9%86-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%83%D8%B1%D8%AA%D9%88%D9%86-%D9%82%D8%AF%D9%8A%D9%85-%D9%83%D8%B1%D8%AA%D9%88%D9%86-%D8%B2%D9%85%D8%A7%D9%86-%D8%A7%D9%81%D9%84%D8%A7%D9%85-%D9%85%D8%B3%D9%84%D8%B3%D9%84%D8%A7%D8%AA-%D8%A7%D9%86%D9%85%D9%8A/id918809999?mt=8,"كارتون | كرتون عربي | كرتون قديم| كرتون زمان| افلام| مسلسلات| انمي
          4+",NA,Khalid Hussein,3.6,#92 in Entertainment,Free,2.3 MB,English,Version 2.1,Entertainment
766,Talking Angela,https://itunes.apple.com/sa/app/talking-angela/id554936514?mt=8,"Talking Angela
          4+",A romantic date in Paris,Outfit7 Limited,4.2,#106 in Entertainment,Free,104.1 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 2.8.2,Entertainment
767,شيلات منوعه,https://itunes.apple.com/sa/app/%D8%B4%D9%8A%D9%84%D8%A7%D8%AA-%D9%85%D9%86%D9%88%D8%B9%D9%87/id1135849124?mt=8,"شيلات منوعه
          17+",NA,Saed Aldosari,3.6,#57 in Entertainment,Free,18.3 MB,English,Version 1.0,Entertainment
768,LINE LIVE: Broadcast your life,https://itunes.apple.com/sa/app/line-live-broadcast-your-life/id1255739677?mt=8,"LINE LIVE: Broadcast your life
          17+",NA,LINE Corporation,3.9,#28 in Entertainment,Free,153.1 MB,"English, Arabic",Version 2.1.1,Entertainment
769,mood finger scan,https://itunes.apple.com/sa/app/mood-finger-scan/id405862075?mt=8,"mood finger scan
          4+",NA,Indigo Penguin Limited,3.3,"3.3, 12 Ratings",Free,43.6 MB,English,Version 3,Entertainment
770,Kaave - Coffee Fortune Reading,https://itunes.apple.com/sa/app/kaave-coffee-fortune-reading/id505658864?mt=8,"Kaave - Coffee Fortune Reading
          4+",Coffee cup fortune readings,Didilabs BV,4.7,#75 in Entertainment,Free,143.8 MB,"English, Arabic, Greek, Turkish",Version 3.4.24,Entertainment
771,قياس الوزن عن طريق البصمة,https://itunes.apple.com/sa/app/%D9%82%D9%8A%D8%A7%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D9%86-%D8%B9%D9%86-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D8%A8%D8%B5%D9%85%D8%A9/id1150454427?mt=8,"قياس الوزن عن طريق البصمة
          4+",NA,Anas Es-souli,1.4,#32 in Entertainment,Free,57.9 MB,English,Version 2.1,Entertainment
772,مجموعة الألغاز العربيه,https://itunes.apple.com/sa/app/%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D8%A7%D9%84%D8%A3%D9%84%D8%BA%D8%A7%D8%B2-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D9%87/id488576143?mt=8,"مجموعة الألغاز العربيه
          4+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,2.3,"2.3, 6 Ratings",Free,7.3 MB,English,Version 1.7,Entertainment
773,احسب عمرك - برنامج حساب العمر هجري و ميلادي,https://itunes.apple.com/sa/app/%D8%A7%D8%AD%D8%B3%D8%A8-%D8%B9%D9%85%D8%B1%D9%83-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%AD%D8%B3%D8%A7%D8%A8-%D8%A7%D9%84%D8%B9%D9%85%D8%B1-%D9%87%D8%AC%D8%B1%D9%8A-%D9%88-%D9%85%D9%8A%D9%84%D8%A7%D8%AF%D9%8A/id1107383081?mt=8,"احسب عمرك - برنامج حساب العمر هجري و ميلادي
          4+",NA,Shadi Albelbeisi,3.8,#110 in Entertainment,Free,6.9 MB,English,Version 1.2,Entertainment
774,OSN Play,https://itunes.apple.com/sa/app/osn-play/id547631790?mt=8,"OSN Play
          4+",NA,OSN,3.5,#49 in Entertainment,Free,37.6 MB,English,Version 5.0.4,Entertainment
775,TV Time - Track What You Watch,https://itunes.apple.com/sa/app/tv-time-track-what-you-watch/id431065232?mt=8,"TV Time - Track What You Watch
          12+",Episode Guide and Fan Chat,Whip networks,4.7,#50 in Entertainment,Free,143.4 MB,"English, Arabic, Dutch, French, German, Italian, Polish, Portuguese, Russian, Spanish, Turkish",Version 7.6.2,Entertainment
776,Wallpapers & Themes for Me,https://itunes.apple.com/sa/app/wallpapers-themes-for-me/id749046891?mt=8,"Wallpapers & Themes for Me
          4+",Cool Backgrounds & HD Images,Apalon Apps,4.6,#186 in Entertainment,Free,166.8 MB,"English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Version 5.8,Entertainment
777,Autodesk SketchBook,https://itunes.apple.com/sa/app/autodesk-sketchbook/id883738213?mt=8,"Autodesk SketchBook
          4+","Draw, paint, & sketch anywhere",Autodesk Inc.,4.8,#83 in Entertainment,Free,173.8 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Version 4.3.1,Entertainment
778,L.O.L. Surprise Art Life,https://itunes.apple.com/sa/app/l-o-l-surprise-art-life/id1455819785?mt=8,"L.O.L. Surprise Art Life
          4+",NA,herfykidsclub,3.3,#12 in Entertainment,Free,449.2 MB,English,Version 1.1,Entertainment
779,Strawberry Shortcake Bake Shop,https://itunes.apple.com/sa/app/strawberry-shortcake-bake-shop/id658439903?mt=8,"Strawberry Shortcake Bake Shop
          4+",Delicious Dessert Maker,Budge Studios,4.1,#167 in Entertainment,Free,117.3 MB,"English, French, Portuguese, Spanish",Version 1.6,Entertainment
780,احسبلي عمري ~ حاسبة العمر,https://itunes.apple.com/sa/app/%D8%A7%D8%AD%D8%B3%D8%A8%D9%84%D9%8A-%D8%B9%D9%85%D8%B1%D9%8A-%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D8%B1/id477738412?mt=8,"احسبلي عمري ~ حاسبة العمر
          4+",احسب لي عمري و يوم ميلادي,Khaled Khaldi,4.6,#140 in Entertainment,Free,31.5 MB,Arabic,Version 5.12,Entertainment
781,90s -Glitch Vaporwave Video FX,https://itunes.apple.com/sa/app/90s-glitch-vaporwave-video-fx/id1360948148?mt=8,"90s -Glitch Vaporwave Video FX
          4+",Retro VHS Camcorder & More,an ouyang,4.3,#17 in Entertainment,Free,98.2 MB,"English, Chinese, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Version 3.1.2,Entertainment
782,انمي ستارز,https://itunes.apple.com/sa/app/%D8%A7%D9%86%D9%85%D9%8A-%D8%B3%D8%AA%D8%A7%D8%B1%D8%B2/id891198288?mt=8,"انمي ستارز
          12+",NA,Kameel Alkhawaja,3.2,#97 in Entertainment,Free,29.5 MB,English,Version 4.5,Entertainment
783,Milk The Cow,https://itunes.apple.com/sa/app/milk-the-cow/id450733533?mt=8,"Milk The Cow
          4+",NA,Lemondo Entertainment,4,"4.0, 60 Ratings",Free,91.6 MB,English,Version 3.3,Entertainment
784,راصد واي فاي,https://itunes.apple.com/sa/app/%D8%B1%D8%A7%D8%B5%D8%AF-%D9%88%D8%A7%D9%8A-%D9%81%D8%A7%D9%8A/id1453717906?mt=8,"راصد واي فاي
          4+",NA,Omar Abdullah,1.5,#164 in Entertainment,Free,45.8 MB,English,NA,Entertainment
785,Barbie Dreamtopia – Magical Hair,https://itunes.apple.com/sa/app/barbie-dreamtopia-magical-hair/id1080634585?mt=8,"Barbie Dreamtopia – Magical Hair
          4+",NA,Budge Studios,4,"4.0, 172 Ratings",Free,471.6 MB,"English, Chinese, French, German, Italian, Portuguese, Russian, Spanish, Traditional Chinese",Version 1.4,Entertainment
786,"ترفيه، ضحك و تسلية",https://itunes.apple.com/sa/app/%D8%AA%D8%B1%D9%81%D9%8A%D9%87-%D8%B6%D8%AD%D9%83-%D9%88-%D8%AA%D8%B3%D9%84%D9%8A%D8%A9/id442120072?mt=8,"ترفيه، ضحك و تسلية
          12+",NA,abdullah farraj,4.9,"4.9, 21 Ratings",Free,28 MB,English,Version 3.2,Entertainment
787,Strawberry Shortcake Card Maker Dress Up - Fashion Makeover Game for Kids,https://itunes.apple.com/sa/app/strawberry-shortcake-card-maker-dress-up-fashion-makeover/id565616828?mt=8,"Strawberry Shortcake Card Maker Dress Up - Fashion Makeover Game for Kids
          4+",NA,Budge Studios,4.1,"4.1, 36 Ratings",Free,430.8 MB,"English, French, Portuguese, Spanish",Version 2.5,Entertainment
788,iTunes Remote,https://itunes.apple.com/sa/app/itunes-remote/id284417350?mt=8,"iTunes Remote
          4+",NA,Apple,4.4,"4.4, 11 Ratings",Free,15.9 MB,"English, Arabic, Catalan, Chinese (Hong Kong), Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Version 4.4.3,Entertainment
789,My PlayHome Lite,https://itunes.apple.com/sa/app/my-playhome-lite/id451155849?mt=8,"My PlayHome Lite
          4+",NA,PlayHome Software Ltd,3,#81 in Entertainment,Free,57.3 MB,"English, Arabic, Chinese, Danish, Dutch, Finnish, French, German, Hebrew, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 3.5.0,Entertainment
